	Accuracy	Classifier	F-Score	Precision	Recall	Time
0	0.516929030823021	GaussianNB	0.4709442293327366	0.5053489467507511	0.516929030823021	5.468688025495699e-05
0	0.14599259817571877	MLPClassifier	0.03732983665177037	0.021414820901073144	0.14599259817571877	0.004438275266389191
0	0.7158056645172396	RandomForestClassifier	0.7119341562600857	0.727940072205276	0.7158056645172396	0.0013893420524608818
0	0.7374520496017322	ExtraTreesClassifier	0.7323046099336399	0.7444799104060834	0.7374520496017322	0.0014455856355546567
0	0.3135453600812597	SVC	0.22618106406235727	0.24215644597879232	0.3135453600812597	0.0005299752420896909
0	0.6420607474579408	KNeighborsClassifier	0.6355948775854172	0.6485117413153881	0.6420607474579408	0.0003294947196271825
0	0.5930840715882317	DecisionTreeClassifier	0.5899360281200517	0.6013596946281525	0.5930840715882317	1.710981526695288e-05
