	Classifier	Accuracy	Precision	Recall	F-Score	Time
0	MLPClassifier	0.26978667443429827	0.08957584015358007	0.26978667443429827	0.13114256165553068	0.0066078270760211106
0	ExtraTreesClassifier	0.7901752036207715	0.808510751618398	0.7901752036207715	0.7876266609260089	0.0031129068623336393
0	KNeighborsClassifier	0.6474468863279952	0.660266802857821	0.6474468863279952	0.6415408643702563	0.00020453103942267122
0	GaussianNB	0.6316129114253483	0.6549665689785382	0.6316129114253483	0.6236013500648374	5.877005594415343e-05
0	RandomForestClassifier	0.7767165800277529	0.7967496056616719	0.7767165800277529	0.7755867034099911	0.003086054520082701
0	DecisionTreeClassifier	0.6426587089304481	0.6537529987911213	0.6426587089304481	0.6396119324142755	3.424209205685087e-05
0	SVC	0.5760082694897323	0.6261121409116377	0.5760082694897323	0.5450327070057293	0.00026285451728261467
