	Classifier	Accuracy	Precision	Recall	F-Score	Time	Window
0	ExtraTreesClassifier	0.8348867764123966	0.8524496366152999	0.8348867764123966	0.8316246182405415	0.0006411401996454819	10.0
0	ExtraTreesClassifier	0.8172488743983853	0.825975394034736	0.8172488743983853	0.8100909891953323	0.0010823107824398112	20.0
0	ExtraTreesClassifier	0.8206315789473685	0.8365314872605893	0.8206315789473685	0.8108676849691745	0.0015272976892036305	30.0
0	ExtraTreesClassifier	0.8170426065162907	0.8321465522781312	0.8170426065162907	0.8111568358221213	0.0019547895231940096	40.0
